Name,LLoydNumber,GrossRegisterTonnage,NetRegisterTonnage,Latest VOS,Latest ETA,Name_New,MMSI,GrossRegisterTonnage_New,NetRegisterTonnage_NEW,CallSign,Flag,Length,Beam,Draught,Deadweight,YearBuilt,OldNames,Active,YearBuilt
SALINA M,9285354,0,0,VOS0000020821,1/27/2019 10:00,,,,,,,,,,,,,,
SALLY ANN C,9338151,0,0,VOS0000030895,11/16/2019 6:00,,,,,,,,,,,,,,
SALTINA,9492933,0,0,NULL,NULL,,,,,,,,,,,,,,
SALVIA ACE,9338876,0,0,VOS0000037543,5/26/2020 4:00,,,,,,,,,,,,,,
SAM FALCON,9586710,0,0,NULL,NULL,,,,,,,,,,,,,,
SAMO C,8618891,0,0,NULL,NULL,,,,,,,,,,,,,,
SAMOS LEGEND,9105891,0,0,NULL,NULL,,,,,,,,,,,,,,
SAMOTLOR,7359333,0,0,NULL,NULL,,,,,,,,,,,,,,
SAMPOGRACHT,9288071,0,0,NULL,NULL,,,,,,,,,,,,,,
SAMSUN EARNEST ,8307533,0,0,NULL,NULL,,,,,,,,,,,,,,
SAN,9521851,0,0,NULL,NULL,,,,,,,,,,,,,,
SAN ALESSIO,9347293,0,0,NULL,NULL,,,,,,,,,,,,,,
SAN AMERIGO,9344693,22914,9277,VOS0000023889,4/29/2019 7:00,,,,,,,,,,,,,,
SAN ANDRES,9347255,22914,9277,NULL,NULL,,,,,,,,,,,,,,
SAN ANDRIANO,9347279,22914,9277,NULL,NULL,,,,,,,,,,,,,,
SAN BERNARDINO,9264116,0,0,NULL,NULL,,,,,,,,,,,,,,
SAN FELIPE,9119660,96386,4586,VOS0000008686,NULL,,,,,,,,,,,,,,
SAN FERNANDO,9084607,0,0,NULL,NULL,,,,,,,,,,,,,,
SAN FERNANDO REY,9065699,0,0,NULL,NULL,,,,,,,,,,,,,,
SAN MATEO I,8125583,0,0,NULL,NULL,,,,,,,,,,,,,,
SAN REMO II,9146053,0,0,NULL,NULL,,,,,,,,,,,,,,
SAN SEBASTIAN I,7357012,0,0,NULL,NULL,,,,,,,,,,,,,,
SANDER,8404290,0,0,NULL,NULL,,,,,,,,,,,,,,
SANDERLING ACE,9409481,0,0,NULL,NULL,,,,,,,,,,,,,,
SANDINO,9441178,0,0,NULL,NULL,,,,,,,,,,,,,,
SANDWIG,9264764,3012,586,VOS0000011963,5/1/2018 13:00,,,,,,,,,,,,,,
SANKO ETERNAL,9136785,0,0,NULL,NULL,,,,,,,,,,,,,,
SANKO GALAXY,9284518,0,0,NULL,NULL,,,,,,,,,,,,,,
SANKO GLORY,9284520,0,0,NULL,NULL,,,,,,,,,,,,,,
SANKO PHOENIX,9175638,0,0,NULL,NULL,,,,,,,,,,,,,,
SANKO TITAN,9298545,0,0,NULL,NULL,,,,,,,,,,,,,,
SANMAR MAJESTY,9116242,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA BETTINA,9338084,0,0,VOS0000005163,9/17/2017 19:00,,,,,,,,,,,,,,
SANTA CATALINA,9210074,0,0,VOS0000039974,8/21/2020 5:00,,,,,,,,,,,,,,
SANTA CATHARINA,9213777,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA CLARA B,8417261,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA CRISTINA,9136541,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA ELENA I,8320535,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA FELICITA,9162277,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA GIANNINA,9141780,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA LINEA,9290555,107849,57577,VOS0000039577,7/24/2020 21:00,,,,,,,,,,,,,,
SANTA LORETTA,9290567,107849,57577,VOS0000038619,6/26/2020 20:00,,,,,,,,,,,,,,
SANTA MARIA,9675579,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA PHILIPPA,9290426,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA REBECCA,9227302,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA REGULA,9293179,0,0,VOS0000025685,6/14/2019 20:00,,,,,,,,,,,,,,
SANTA RICARDO,9227314,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA ROSA I,9227871,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTA RUFINA,9244881,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTE MANNA,7116834,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTIAGO PEARL,8309713,0,0,NULL,NULL,,,,,,,,,,,,,,
SANTORIN II,8309153,0,0,NULL,NULL,,,,,,,,,,,,,,
SAPPHIRE,9114969,0,0,NULL,NULL,,,,,,,,,,,,,,
SARA,9259020,0,0,NULL,NULL,,,,,,,,,,,,,,
SARANYA NAREE,9020065,0,0,NULL,NULL,,,,,,,,,,,,,,
SARINE,9485186,0,0,NULL,NULL,,,,,,,,,,,,,,
SAYINUR YARDIMCI,9193525,0,0,NULL,NULL,,,,,,,,,,,,,,
SCAN BULKER,9105396,0,0,NULL,NULL,,,,,,,,,,,,,,
SCF AMUR,9333436,0,0,NULL,NULL,,,,,,,,,,,,,,
SCF NEVA,9333400,0,0,NULL,NULL,,,,,,,,,,,,,,
SCF PACIFICA,9577068,0,0,NULL,NULL,,,,,,,,,,,,,,
SCF PEARL,9577109,0,0,VOS0000015990,9/4/2018 4:00,,,,,,,,,,,,,,
SCF PECHORA,9333424,0,0,NULL,NULL,,,,,,,,,,,,,,
SCHELDEGRACHT,9202510,0,0,NULL,NULL,,,,,,,,,,,,,,
SCL ANITA ,9359947,0,0,NULL,NULL,,,,,,,,,,,,,,
SCL BERN,9304461,0,0,VOS0000003230,7/10/2017 10:30,,,,,,,,,,,,,,
SCM ATHINA,9210294,0,0,NULL,NULL,,,,,,,,,,,,,,
SCM CARIBBEAN,8503802,0,0,NULL,NULL,,,,,,,,,,,,,,
SCM ELPIDA,9210309,0,0,NULL,NULL,,,,,,,,,,,,,,
SCM FEDRA,8414776,0,0,NULL,NULL,,,,,,,,,,,,,,
SCORPIO,9389071,0,0,NULL,NULL,,,,,,,,,,,,,,
SCOTLAND I,8204511,0,0,NULL,NULL,,,,,,,,,,,,,,
SCT SANTIAGO,9302566,0,0,NULL,NULL,,,,,,,,,,,,,,
SDK ITA,8120868,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA ADVENTURER,7391422,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA BAISEN,9125815,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA CROWN,9248801,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA DEVIL,8855176,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA DOLPHIN C,9486427,0,0,VOS0000017239,10/5/2018 0:00,,,,,,,,,,,,,,
SEA DWELLER,9254006,2440,1084,NULL,NULL,,,,,,,,,,,,,,
SEA EXPLORER III,9143790,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA FAITH ,9258674,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA FLOURISH,8308991,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA GLOBE,9110365,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA HANA,7722188,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA HARMONY I,9339791,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA HONEST,9142100,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA HORIZON,9258026,0,0,VOS0000034393,2/16/2020 5:00,,,,,,,,,,,,,,
SEA IRIS,9425916,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA ISLAND,7014464,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA LEGEND,7908407,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA LION,9050101,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA LION I,9326639,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA MAJESTY,9363285,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA MIST,7000932,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA ORCHID,9161869,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA PEACE D,9214848,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA PEARL,8302179,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA PHANTOM,9326653,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA PHOENIX,8309373,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA QUEEN 11 ,9429065,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA RUNNER,7606645,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA SAPPHIRE,9557226,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA STAR,9624500,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA VETERAN,7920039,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA WAY STAR,7622182,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA WIND,8602361,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD AMERICA,9393589,8714.1,3683.7,VOS0000032389,12/28/2019 13:00,,,,,,,,,,,,,,
SEABOARD ATLANTIC,9395563,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD CARIBE,9389435,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD CHL,9393565,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD COSTA RICA,8200591,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD DISCOVERER,9001734,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD NAVIGATOR,9143817,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD PACIFIC,9393553,19128,9736,VOS0000033014,1/16/2020 14:00,,,,,,,,,,,,,,
SEABOARD PATRIOT,9395551,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD PERU,9393577,19128,9736,VOS0000028197,9/2/2019 13:00,,,,,,,,,,,,,,
SEABOARD RANGER,9383297,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD RELIANCE,8908090,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD SPIRIT,8408454,0,0,NULL,NULL,,,,,,,,,,,,,,
SEABOARD SUN I,9014030,7567,2270,VOS0000040606,8/25/2020 6:00,,,,,,,,,,,,,,
SEABOARD VALPARISO,9393539,19128,9736,VOS0000031437,12/12/2019 12:00,,,,,,,,,,,,,,
SEABOXER III,9436070,0,0,NULL,NULL,,,,,,,,,,,,,,
SEACLIFF,9553139,0,0,NULL,NULL,,,,,,,,,,,,,,
SEADREAM II,8203440,0,0,NULL,NULL,,,,,,,,,,,,,,
SEAGATE,8905488,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA-LAND MERCURY,9106194,0,0,NULL,NULL,,,,,,,,,,,,,,
SEA-LAND PATRIOT,7820899,0,0,NULL,NULL,,,,,,,,,,,,,,
SEAMERIT,9247481,0,0,NULL,NULL,,,,,,,,,,,,,,
SEAMONI,7110921,0,0,NULL,NULL,,,,,,,,,,,,,,
SEAPAROS,8318879,0,0,NULL,NULL,,,,,,,,,,,,,,
SEATREASURE,8312368,0,0,NULL,NULL,,,,,,,,,,,,,,
SEATROUT,9352303,0,0,NULL,NULL,,,,,,,,,,,,,,
SEATTLE,9220998,0,0,VOS0000031360,11/29/2019 3:00,,,,,,,,,,,,,,
SEAVENUS I,9205940,0,0,NULL,NULL,,,,,,,,,,,,,,
SEAVICTORY,9315783,0,0,NULL,NULL,,,,,,,,,,,,,,
SEAVINHA,8607828,0,0,NULL,NULL,,,,,,,,,,,,,,
SEIF I,7210240,0,0,NULL,NULL,,,,,,,,,,,,,,
SEINE,9188764,0,0,NULL,NULL,,,,,,,,,,,,,,
SELANDIA SWAN,9371787,0,0,NULL,NULL,,,,,,,,,,,,,,
SELAY S,9405320,0,0,NULL,NULL,,,,,,,,,,,,,,
SELEINA,9543316,0,0,NULL,NULL,,,,,,,,,,,,,,
SELENDANG KASA,9129378,0,0,NULL,NULL,,,,,,,,,,,,,,
SELENE LEADER,9498597,0,0,NULL,NULL,,,,,,,,,,,,,,
SELEZA,9190810,0,0,NULL,NULL,,,,,,,,,,,,,,
SEMENTINA,9543328,0,0,NULL,NULL,,,,,,,,,,,,,,
SENTINEL,9665554,0,0,NULL,NULL,,,,,,,,,,,,,,
SEPHORA,9369992,0,0,NULL,NULL,,,,,,,,,,,,,,
SERENA I,9294977,0,0,NULL,NULL,,,,,,,,,,,,,,
SERENA P,9317913,0,0,NULL,NULL,,,,,,,,,,,,,,
SERENADE OF THE SEAS,9228344,0,0,NULL,NULL,,,,,,,,,,,,,,
SERENISSIMA,5142657,0,0,NULL,NULL,,,,,,,,,,,,,,
SEVEN SEAS NAVIGATOR,9064126,0,0,NULL,NULL,,,,,,,,,,,,,,
SEXTA,9165695,0,0,NULL,NULL,,,,,,,,,,,,,,
SFL TRENT,9587233,0,0,NULL,NULL,,,,,,,,,,,,,,
SHAH DENIZ,9420617,0,0,NULL,NULL,,,,,,,,,,,,,,
SHANNON STAR,9503926,0,0,NULL,NULL,,,,,,,,,,,,,,
SHARON,8302698,0,0,NULL,NULL,,,,,,,,,,,,,,
SHARON SEA,9316232,0,0,NULL,NULL,,,,,,,,,,,,,,
SHAWNEE PRINCESS,8214619,0,0,NULL,NULL,,,,,,,,,,,,,,
SHIMA,9146077,0,0,NULL,NULL,,,,,,,,,,,,,,
SHIMANAMI STAR,9377717,0,0,NULL,NULL,,,,,,,,,,,,,,
SHINING DRAGON,9624251,0,0,NULL,NULL,,,,,,,,,,,,,,
SHINNECOCK BELLE,8312722,0,0,NULL,NULL,,,,,,,,,,,,,,
SHIPPAN ISLAND,9301562,0,0,NULL,NULL,,,,,,,,,,,,,,
SHOVELER,9459979,0,0,NULL,NULL,,,,,,,,,,,,,,
SIAM TOPAZ,8507339,0,0,NULL,NULL,,,,,,,,,,,,,,
SIAN C,9338149,0,0,VOS0000001697,5/3/2017 7:00,,,,,,,,,,,,,,
SICHEM ANELINE,9171735,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM BEIJING,9397042,0,0,VOS0000023598,4/20/2019 18:00,,,,,,,,,,,,,,
SICHEM CHALLENGE,9196448,0,0,VOS0000008816,1/22/2018 12:00,,,,,,,,,,,,,,
SICHEM CONTESTER,9416020,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM DALI,8520989,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM DEFENDER,9358632,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM DUBAI,9376933,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM EAGLE,9388704,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM EDINBURGH,9352066,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM FALCON*),9296012,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM HIROSHIMA,9361483,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM HKG,9397054,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM MARSEILLI,9378199,0,0,VOS0000016845,9/25/2018 12:00,,,,,,,,,,,,,,
SICHEM MARSIELLE,9116149,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM MELBOURNE,9376921,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM MUMBAI,9322085,0,0,VOS0000015749,8/26/2018 3:00,,,,,,,,,,,,,,
SICHEM NAVIGATOR,8405426,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM NEW YORK,9337834,8455,4031,VOS0000019232,12/6/2018 16:00,,,,,,,,,,,,,,
SICHEM ONOMICHI,9361471,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM OSPREY,9396024,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM PACE,9340415,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM PALACE,9304318,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM PARIS,9404895,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM PEARL,9084671,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM PHL,9322097,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM PRINCESS MARIE-CHANTAL*,9268291,0,0,NULL,NULL,,,,,,,,,,,,,,
SICHEM RUBY,9344174,0,0,NULL,NULL,,,,,,,,,,,,,,
SIDER COL,9656541,0,0,NULL,NULL,,,,,,,,,,,,,,
SIDER JOY,9427586,0,0,NULL,NULL,,,,,,,,,,,,,,
SIDER MOMPOX,9656553,9989,5012,VOS0000004325,8/18/2017 15:00,,,,,,,,,,,,,,
SIDER TAYRONA,9728849,0,0,VOS0000009558,2/14/2018 10:00,,,,,,,,,,,,,,
SIEGEDIJK,9349447,0,0,NULL,NULL,,,,,,,,,,,,,,
SIELTOR,9141716,0,0,NULL,NULL,,,,,,,,,,,,,,
SIETE OCEANOS,9118422,0,0,NULL,NULL,,,,,,,,,,,,,,
SIFNOS SUN,8318958,0,0,NULL,NULL,,,,,,,,,,,,,,
SIGLOO ENDURANCE,8608456,0,0,NULL,NULL,,,,,,,,,,,,,,
SIGLOO STAR,8501531,0,0,NULL,NULL,,,,,,,,,,,,,,
SIGMAGAS,9183568,0,0,NULL,NULL,,,,,,,,,,,,,,
SIGNAL MAYA,9308223,0,0,NULL,NULL,,,,,,,,,,,,,,
SIGRUN BOLTEN,9149665,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVAPLANA,9276743,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVER EXPLORER,8806747,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVER EXPRESS,9380099,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVER HAWK,8403155,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVER LAKES,8503072,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVER SHADOW,9192167,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVER SHING,9108910,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVER SPIRIT,9437866,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVER WIND I,8903935,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVER ZOE,9692325,0,0,VOS0000026533,6/23/2019 18:00,,,,,,,,,,,,,,
SILVERSTAR,9194880,0,0,NULL,NULL,,,,,,,,,,,,,,
SILVRETTA,9276779,0,0,NULL,NULL,,,,,,,,,,,,,,
SIMANO,9506409,0,0,NULL,NULL,,,,,,,,,,,,,,
SIMON BOLIVAR,7825992,0,0,NULL,NULL,,,,,,,,,,,,,,
SIMON SCHULTE,9132868,0,0,NULL,NULL,,,,,,,,,,,,,,
SIMON STEVIN,9464807,0,0,NULL,NULL,,,,,,,,,,,,,,
SINA,9262003,0,0,NULL,NULL,,,,,,,,,,,,,,
SINCERITY ACE,9519092,0,0,NULL,NULL,,,,,,,,,,,,,,
SIR ALBERT,9173355,0,0,NULL,NULL,,,,,,,,,,,,,,
SIR HENRY,9151383,0,0,NULL,NULL,,,,,,,,,,,,,,
SIR JACOB,9146118,0,0,NULL,NULL,,,,,,,,,,,,,,
SIR TRISTRAM,6704373,0,0,NULL,NULL,,,,,,,,,,,,,,
SIR WALTER,9109550,0,0,NULL,NULL,,,,,,,,,,,,,,
SIRAYA WISDOM,9403841,0,0,NULL,NULL,,,,,,,,,,,,,,
SIRENA BLUE,7024093,0,0,NULL,NULL,,,,,,,,,,,,,,
SIRIUS,9541887,0,0,NULL,NULL,,,,,,,,,,,,,,
SIRIUS I,9111175,0,0,NULL,NULL,,,,,,,,,,,,,,
SIROCCO,9126716,0,0,NULL,NULL,,,,,,,,,,,,,,
SIROCCO BREEZE,8109890,0,0,NULL,NULL,,,,,,,,,,,,,,
SITEAM ADVENTURE,9326914,0,0,NULL,NULL,,,,,,,,,,,,,,
SITEAM ANABEL,7920481,0,0,NULL,NULL,,,,,,,,,,,,,,
SITEAM LEADER,9343194,0,0,VOS0000029279,9/28/2019 0:00,,,,,,,,,,,,,,
SITEAM TIGER,8310671,0,0,NULL,NULL,,,,,,,,,,,,,,
SITEAM VOYAGER,9326926,0,0,NULL,NULL,,,,,,,,,,,,,,
SKAFTAFELL,9137741,0,0,NULL,NULL,,,,,,,,,,,,,,
SKALVA,8414764,0,0,NULL,NULL,,,,,,,,,,,,,,
SKIF,7726330,0,0,NULL,NULL,,,,,,,,,,,,,,
SKJOLDBORG,7602223,0,0,NULL,NULL,,,,,,,,,,,,,,
SKODSBORG,7725142,0,0,NULL,NULL,,,,,,,,,,,,,,
SKOLTEN,9426908,0,0,NULL,NULL,,,,,,,,,,,,,,
SKOPELOS,9254862,0,0,NULL,NULL,,,,,,,,,,,,,,
SKY DREAM,9505948,0,0,VOS0000022448,3/16/2019 8:00,,,,,,,,,,,,,,
SKYLARK,9295048,0,0,NULL,NULL,,,,,,,,,,,,,,
SLOMAN HERA,9466714,0,0,NULL,NULL,,,,,,,,,,,,,,
SLOTERGRACHT,9197947,0,0,NULL,NULL,,,,,,,,,,,,,,
SLUISGRACHT,9202522,0,0,NULL,NULL,,,,,,,,,,,,,,
SMARAGDA,8114728,0,0,NULL,NULL,,,,,,,,,,,,,,
SMART,8202070,0,0,NULL,NULL,,,,,,,,,,,,,,
SMARTY,9057185,0,0,NULL,NULL,,,,,,,,,,,,,,
SMOLYAN,9046083,0,0,NULL,NULL,,,,,,,,,,,,,,
SNOEKGRACHT,9202546,0,0,NULL,NULL,,,,,,,,,,,,,,
SOCOL 3,9004487,0,0,NULL,NULL,,,,,,,,,,,,,,
SOCOL 7,9017628,0,0,NULL,NULL,,,,,,,,,,,,,,
SOFIE BULKER,9310604,0,0,NULL,NULL,,,,,,,,,,,,,,
SOLAR AFRICA,9426128,0,0,NULL,NULL,,,,,,,,,,,,,,
SOLEY-1,9428073,0,0,NULL,NULL,,,,,,,,,,,,,,
SOLEY-2,9428085,0,0,NULL,NULL,,,,,,,,,,,,,,
SONANGOL RANGEL,9575541,0,0,NULL,NULL,,,,,,,,,,,,,,
SONCHE TRADER,9437048,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA BREEZE,9423645,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA CHALLENGE,9409510,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA CRYSTAL,9378321,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA HAWK,9482665,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA JADE,9473925,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA OPAL,9473913,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA PEACE,9409522,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA PEARL,9444455,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA SAPPHIRE,9444467,0,0,NULL,NULL,,,,,,,,,,,,,,
SONGA WINDS,9416109,11662,6295,VOS0000011720,4/27/2018 0:00,,,,,,,,,,,,,,
SONJA C,9432505,0,0,NULL,NULL,,,,,,,,,,,,,,
SOPHIA Z,9445708,0,0,NULL,NULL,,,,,,,,,,,,,,
SOPHIE BOLTEN,9086320,0,0,NULL,NULL,,,,,,,,,,,,,,
SOUTHERN FIGHTER,9171113,0,0,NULL,NULL,,,,,,,,,,,,,,
SOUTHERN HIGHWAY,9338632,39065,11719,VOS0000031209,11/25/2019 0:00,,,,,,,,,,,,,,
SOUTHERN MOANA,9197026,0,0,NULL,NULL,,,,,,,,,,,,,,
SOUTHERN STAR,9212448,0,0,NULL,NULL,,,,,,,,,,,,,,
SOZON,9401922,0,0,NULL,NULL,,,,,,,,,,,,,,
SPAN ASIA 25,9100243,0,0,NULL,NULL,,,,,,,,,,,,,,
SPAR DRACO,9299305,0,0,NULL,NULL,,,,,,,,,,,,,,
SPAR EIGHT,8118229,0,0,NULL,NULL,,,,,,,,,,,,,,
SPAR SCORPIO,9307578,0,0,NULL,NULL,,,,,,,,,,,,,,
SPAR SIRIUS,9104615,0,0,NULL,NULL,,,,,,,,,,,,,,
SPAR VIRGO,9299276,0,0,NULL,NULL,,,,,,,,,,,,,,
SPEEDWELL,9279367,0,0,NULL,NULL,,,,,,,,,,,,,,
SPERCHIOS,8025305,0,0,NULL,NULL,,,,,,,,,,,,,,
SPICA I,9018696,0,0,VOS0000004971,NULL,,,,,,,,,,,,,,
SPICA III,9449699,0,0,VOS0000004971,9/9/2017 13:00,,,,,,,,,,,,,,
SPIEGELGRACHT,9197911,0,0,NULL,NULL,,,,,,,,,,,,,,
SPIRIT,1010820,0,0,NULL,NULL,,,,,,,,,,,,,,
SPIRIT OF ADVENTURE,7904889,0,0,NULL,NULL,,,,,,,,,,,,,,
SPIRIT OF COLOMB0,9178288,0,0,NULL,NULL,,,,,,,,,,,,,,
SPLENDID ACE,9252228,0,0,NULL,NULL,,,,,,,,,,,,,,
SPLIT,9154505,0,0,NULL,NULL,,,,,,,,,,,,,,
SPOTLESS ,8913564,0,0,NULL,NULL,,,,,,,,,,,,,,
SPRING,9416812,0,0,NULL,NULL,,,,,,,,,,,,,,
SPRING BREEZE,9610200,0,0,NULL,NULL,,,,,,,,,,,,,,
SPUIGRACHT,9202534,0,0,NULL,NULL,,,,,,,,,,,,,,
SPYROS,9308584,0,0,NULL,NULL,,,,,,,,,,,,,,
ST AQUA,9345881,0,0,VOS0000009934,2/26/2018 20:00,,,,,,,,,,,,,,
ST DARE,9146027,0,0,NULL,NULL,,,,,,,,,,,,,,
ST DRAGON,9083940,0,0,NULL,NULL,,,,,,,,,,,,,,
ST. CRISPIAN,8408789,0,0,NULL,NULL,,,,,,,,,,,,,,
ST. GEORG,9240847,0,0,NULL,NULL,,,,,,,,,,,,,,
ST. KATHARINEN,9689158,0,0,NULL,NULL,,,,,,,,,,,,,,
ST. NICHOLAS,9128439,0,0,NULL,NULL,,,,,,,,,,,,,,
ST. PAULI,9253478,0,0,NULL,NULL,,,,,,,,,,,,,,
ST.MARIA,9071064,0,0,NULL,NULL,,,,,,,,,,,,,,
ST.PAVEL,8309385,0,0,NULL,NULL,,,,,,,,,,,,,,
STADIONGRACHT,9202508,0,0,NULL,NULL,,,,,,,,,,,,,,
STADT AACHEN,9333060,0,0,NULL,NULL,,,,,,,,,,,,,,
STADT BREMEN,9235608,0,0,NULL,NULL,,,,,,,,,,,,,,
STADT CADIZ,9445904,0,0,NULL,NULL,,,,,,,,,,,,,,
STADT EMDEN,9234379,0,0,NULL,NULL,,,,,,,,,,,,,,
STADT FREIBURG,9459278,0,0,NULL,NULL,,,,,,,,,,,,,,
STADT GERA,9395094,0,0,VOS0000034480,2/23/2020 12:00,,,,,,,,,,,,,,
STADT GOTHA,9395135,0,0,VOS0000006715,11/13/2017 21:00,,,,,,,,,,,,,,
STADT ROTENBURG,9235622,0,0,VOS0000039685,8/18/2020 13:00,,,,,,,,,,,,,,
STANFORD GOSHAWK,9589877,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR AUSTANGER,8221765,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR BALTIC,9088108,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR EAGLE ,9321938,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR EPSILON,9216822,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR EXPRESS,9311000,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR FALCON,9325611,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR FLYER,8915433,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR GRAN,8420799,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR I,8702862,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR ISTIND,9182954,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR JING,9644823,0,0,NULL,NULL,,,,,,,,,,,,,,
STAR LILY,9370422,0,0,NULL,NULL,,,,,,,,,,,,,,
